CaseID,B3,ND2,B7_b,GH1,ppeducat,race_5cat,weight,weight_pop
3367,About the same,About the same,Only fair,Own your home free and clear (without a mortgage or loan),Some college or Associate's degree,Black,1.3964,30533.4401
3368,Somewhat better off,About the same,Only fair,Pay rent,High school graduate (high school diploma or the equivalent GED),White,0.9988,21839.9714
3369,Somewhat better off,Much higher,Poor,Pay rent,Some college or Associate's degree,Hispanic,0.9754,21327.4359
3370,Somewhat better off,Somewhat lower,Only fair,Pay rent,Some college or Associate's degree,Black,1.0866,23758.9347
3371,Somewhat better off,Much higher,Only fair,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,0.4084,8930.8445
3372,About the same,Somewhat higher,Only fair,Own your home free and clear (without a mortgage or loan),Some college or Associate's degree,White,0.9554,20891.7618
3373,Somewhat worse off,About the same,Poor,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),White,1.298,28383.1341
3374,Much worse off,Much higher,Poor,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,0.6467,14140.9356
3375,Somewhat better off,About the same,Good,Pay rent,High school graduate (high school diploma or the equivalent GED),Hispanic,2.0669,45195.7038
3376,Much worse off,Much higher,Poor,Pay rent,Some college or Associate's degree,Black,1.0391,22720.1902
3377,About the same,Much higher,Only fair,Own your home free and clear (without a mortgage or loan),Some college or Associate's degree,White,0.5989,13095.626
3378,About the same,About the same,Only fair,Pay rent,No high school diploma or GED,Other,2.6209,57309.3984
3379,About the same,About the same,Poor,Pay rent,Some college or Associate's degree,White,0.9187,20089.3827
3380,Somewhat worse off,About the same,Poor,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.6467,14140.9356
3381,About the same,About the same,Only fair,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),White,1.0167,22232.5513
3382,Somewhat worse off,About the same,Poor,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),White,0.8819,19284.4019
3383,About the same,Somewhat higher,Poor,Own your home with a mortgage or loan,Bachelor's degree or higher,Black,1.1049,24159.5612
3384,About the same,About the same,Poor,Pay rent,Some college or Associate's degree,Hispanic,0.654,14300.5259
3385,Much better off,About the same,Only fair,Own your home with a mortgage or loan,Some college or Associate's degree,White,0.6471,14149.361
3386,Much better off,About the same,Poor,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),White,1.0794,23602.0837
3387,About the same,About the same,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.6078,13289.8954
3388,About the same,Somewhat higher,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,Asian,0.8613,18833.0177
3389,About the same,About the same,Only fair,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,1.1925,26076.629
3390,About the same,Somewhat higher,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,Black,0.9733,21282.0005
3391,Somewhat worse off,Somewhat higher,Only fair,Pay rent,No high school diploma or GED,White,1.9421,42466.8506
3392,Somewhat better off,Somewhat higher,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,Hispanic,0.8679,18977.5373
3393,Somewhat better off,Somewhat higher,Good,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),White,0.9572,20929.5501
3394,About the same,About the same,Poor,Own your home with a mortgage or loan,Some college or Associate's degree,Asian,1.3241,28952.7311
3395,About the same,Much higher,Good,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.3819,8349.6505
3396,About the same,About the same,Only fair,Pay rent,Bachelor's degree or higher,White,0.7382,16142.5632
3397,Somewhat worse off,About the same,Only fair,Own your home free and clear (without a mortgage or loan),Some college or Associate's degree,White,0.8749,19131.2115
3398,About the same,Somewhat higher,Only fair,Pay rent,High school graduate (high school diploma or the equivalent GED),White,0.8764,19162.689
3399,Somewhat worse off,About the same,Poor,Own your home with a mortgage or loan,Some college or Associate's degree,White,0.9429,20617.8134
3400,About the same,About the same,Poor,Own your home with a mortgage or loan,Some college or Associate's degree,White,0.7196,15736.0434
3401,Somewhat better off,About the same,Poor,Pay rent,No high school diploma or GED,Black,0.9113,19927.6513
3402,Somewhat worse off,About the same,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.8108,17730.1986
3403,About the same,About the same,Poor,Pay rent,High school graduate (high school diploma or the equivalent GED),White,1.6373,35802.3293
3404,Somewhat worse off,About the same,Poor,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),Hispanic,1.7077,37341.9941
3405,About the same,About the same,Only fair,Pay rent,Bachelor's degree or higher,White,0.8999,19677.1448
3406,About the same,About the same,Only fair,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),White,1.0677,23346.0505
3408,Somewhat worse off,About the same,Poor,Pay rent,Bachelor's degree or higher,Hispanic,0.7775,17001.7715
3409,About the same,About the same,Only fair,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),White,0.6797,14861.7569
3410,About the same,Somewhat higher,Poor,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),White,0.6883,15051.257
3411,About the same,Somewhat higher,Poor,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),White,0.793,17339.9346
3412,Much worse off,About the same,Poor,Own your home with a mortgage or loan,Bachelor's degree or higher,Hispanic,0.4349,9509.3565
3413,About the same,About the same,Only fair,Own your home free and clear (without a mortgage or loan),Some college or Associate's degree,White,0.8749,19131.2115
3414,Much better off,About the same,Good,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),Hispanic,2.2185,48510.2219
3415,Somewhat better off,Much lower,Only fair,Pay rent,High school graduate (high school diploma or the equivalent GED),Black,1.5782,34509.2519
3416,Somewhat worse off,About the same,Poor,Pay rent,Bachelor's degree or higher,Hispanic,0.4905,10724.8589
3417,Somewhat worse off,About the same,Poor,Own your home with a mortgage or loan,Some college or Associate's degree,White,0.9097,19891.9709
3418,About the same,Much higher,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,Black,0.7335,16039.761
3419,Somewhat worse off,About the same,Only fair,Own your home free and clear (without a mortgage or loan),No high school diploma or GED,White,1.0589,23153.5532
3420,About the same,Somewhat higher,Only fair,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),White,0.7959,17404.0326
3421,About the same,About the same,Good,Own your home with a mortgage or loan,Some college or Associate's degree,White,1.4176,30998.7086
3422,Much better off,Much lower,Only fair,Pay rent,Bachelor's degree or higher,White,0.7456,16302.7652
3423,About the same,About the same,Poor,Pay rent,High school graduate (high school diploma or the equivalent GED),White,1.2057,26364.7371
3424,Somewhat worse off,About the same,Poor,Own your home free and clear (without a mortgage or loan),Some college or Associate's degree,White,1.1453,25043.4142
3425,Somewhat better off,About the same,Only fair,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),White,1.0309,22541.2348
3426,Somewhat better off,Somewhat higher,Only fair,Own your home free and clear (without a mortgage or loan),Some college or Associate's degree,White,0.8303,18155.9675
3427,About the same,About the same,Good,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),White,0.8097,17704.7623
3428,Somewhat worse off,About the same,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.4158,9091.2634
3429,Somewhat better off,Somewhat higher,Good,Own your home with a mortgage or loan,Bachelor's degree or higher,Asian,1.3132,28714.0264
3430,About the same,About the same,Only fair,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.5015,10965.4948
3431,About the same,Somewhat higher,Poor,Pay rent,Bachelor's degree or higher,White,0.6551,14323.7915
3432,About the same,About the same,Only fair,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),Hispanic,1.9688,43050.7414
3433,Somewhat worse off,Somewhat higher,Poor,Own your home with a mortgage or loan,Bachelor's degree or higher,White,0.4129,9028.7879
3434,About the same,About the same,Poor,Own your home with a mortgage or loan,Some college or Associate's degree,White,1.0033,21938.1087
3435,Somewhat worse off,About the same,Only fair,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,0.9869,21579.2115
3437,Somewhat better off,About the same,Only fair,Pay rent,Bachelor's degree or higher,Hispanic,0.4911,10737.6331
3438,Much worse off,About the same,Poor,Neither own nor pay rent,Bachelor's degree or higher,Other,0.3955,8648.8283
3439,Somewhat better off,About the same,Good,Own your home with a mortgage or loan,Some college or Associate's degree,Black,1.0748,23501.2
3440,Somewhat better off,About the same,Good,Own your home free and clear (without a mortgage or loan),Bachelor's degree or higher,White,0.6467,14140.9356
3441,Somewhat worse off,About the same,Only fair,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),White,0.6883,15051.257
3442,About the same,About the same,Only fair,Own your home free and clear (without a mortgage or loan),High school graduate (high school diploma or the equivalent GED),Black,1.0626,23235.1701
3443,About the same,About the same,Poor,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),White,0.9374,20496.546
3444,Somewhat worse off,About the same,Poor,Own your home with a mortgage or loan,High school graduate (high school diploma or the equivalent GED),White,0.7873,17215.2353
3445,Somewhat worse off,About the same,Poor,Own your home with a mortgage or loan,Bachelor's degree or higher,Hispanic,1.0262,22438.3553
